,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
11833,Nicholas Randolph,UgxiMZQmcM5m7UPQ1mx4AaABAg,"I meditate every morning. But i also work at reading in lue of surfing social media. Was doing this before i watched this, so im torn.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,26,135,4.230769231,0,1,,,,,0.03333333333,0.06666666667,positive
11834,john soto,UgzG2CGDiev1vrE3Jpp4AaABAg,any altrighters here?﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,3,22,6.666666667,0,0,,,,,0,0,neutral
11835,NINO BROWN,Ugy4vfeH0b7C-b4M-rJ4AaABAg,Do something on mental health !!﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,6,33,4.666666667,0,0,,,,,-0.15625,0.2,negative
11836,ThatboiiMikeMike,UgxZOSJw7jxJH8gDP_d4AaABAg,Great Channel! Great Content! Great Knowledge! You have a new subscriber!﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,11,74,5.818181818,0,0,,,,,0.7840909091,0.6761363636,positive
11837,Hubaib Elahi,Ugw0JoIsikLbgtVozQx4AaABAg,its very difficult to choose one but i will go for reading﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,12,59,4,0,0,,,,,-0.65,1,negative
11838,Nunya Bidness,UgyRiuhOgld7gnSuq5Z4AaABAg,Reading. I already do yoga 5-6 days per week and eat very well. STUDYING UP!!!!﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,15,80,4.4,0,3,,,,,0.2,0.3,positive
11839,Kevin Nguyen,UgyrYNvveTCS_7M_E7N4AaABAg,Challenge accepted !!! Doing all 3 now :) meditating right after reading before going to sleep. Take a fitness class to force myself to be active since it cost money to go to a class. Seem possible﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,37,198,4.378378378,1,0,,,,,0.2174603175,0.7119047619,positive
11840,Tisha O.,UgyCOLCyivvsshjKzFl4AaABAg,Meditation I already love to do that﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,37,4.428571429,0,1,,,,,0.5,0.6,positive
11841,Michele Jervis,Ugy0c9PMx8kea0PtWsF4AaABAg.8ZcKPceCfvR8a_o8oiuGGB,I’m choosing fitness/dieting.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,3,30,9.333333333,0,0,,,,,0,0,neutral
11842,Smit Bheda,Ugx-LnyJybP2zQGr9uZ4AaABAg,"hey ,I have habit for night walk every night for one hour from last one month & I haven't missed a single day.I think that it has reached that automaticity line so should I start to meditate at morning???I m little bit in doubt..... Plz suggest﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,46,245,4.347826087,0,3,,,,,-0.08630952381,0.2603174603,negative
11843,Hardy Sol,UgyA3aku-nS30vh6InB4AaABAg,"I must say, I was doing all this before this video, and without doubt, you are 100% correct. Mind, Body, Spirit.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,21,113,4.428571429,0,2,,,,,0,0,neutral
11844,Zak Zanotti,UgwarHOalgFcgpLLle54AaABAg,"I'm dyslexic I hate reading, I'm guna start with meditation cos I've already got fitness.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,15,90,5.066666667,0,1,,,,,-0.8,0.9,negative
11845,Price Ostia,UgxvLZzK8X3knrdcbHl4AaABAg,"Hi from Japan . I used to have meditation habit and it faded away somehow. If I want to bring that again, what is ur recommendation of keep meditation habit stabilize harder than before?﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,34,187,4.529411765,0,2,,,,,-0.1,0,negative
11846,khaled qaraman,Ugx_En7w1gJzRZ2qAXR4AaABAg,Reading.........Meditation.............Fitness﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,1,47,47,0,0,,,,,0,0,neutral
11847,Xcel157,Ugzzvc36EJcLgQSEuwp4AaABAg,im going to try mediation since its the habit ive never tried﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,12,62,4.25,0,0,,,,,0,0,neutral
11848,Yash Tiwari,UgwEre4UO2vZupAVhv14AaABAg,"I 'LL meditate,gym n wake up at 5 AM﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,9,37,3.222222222,1,3,,,,,0,0,neutral
11849,Perryinjax Studios,UgxXECc5aoctE2W4ytJ4AaABAg,This guy makes sense﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,21,4.5,0,0,,,,,0,0,neutral
11850,StirCrazy,UgxoUyJTRm7ZZ6B20S54AaABAg,"How is leasing better, you put money into something you never own! Poor example IMO.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,15,85,4.733333333,0,1,,,,,-0.09166666667,0.7,negative
11851,Aldrick Castro,UgwjpLcX8BM7wXD2QZ54AaABAg,i decided on Exercise/Dieting﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,30,6.75,0,0,,,,,0,0,neutral
11852,Saket Mudbidrikar,Ugwj3EM-HbElXbyi2H54AaABAg,I have already started fitness & diet. Now I will focus on reading!﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,13,68,4.307692308,0,2,,,,,0,0,neutral
11853,Ape X,UgzRshurpe0pEabPPed4AaABAg,I don't see any gains though.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,6,30,4.166666667,0,1,,,,,0,0,neutral
11854,PAMELA TORRES,UgzJpOnKKd-9pVh79GN4AaABAg,"But is it healthy to change one's habits for the sake of somebody else? What if the woman left him or they are both stressed out financially? Reading and meditating do not help much. And who has time when you have to force yourself out of bed early in the morning to go to work, which all those years of mandatory schooling programmed you to do? The world is cruel, it's ugly, and unfair, and we have to face it whether we imagine ourselves as children or not. And then, even after all those years you spent exercising and telling yourself not to give up, your body is still going to break down and give up on you. It's inevitable, and not very many of us want to face this reality.﻿",1 year ago (edited),howtoimproveyourself,7DSscQlSZR4,131,683,4.221374046,0,0,,,,,-0.153988604,0.4811253561,negative
11855,Max Tunis,UgwJo4Pu1gNq7ZEOCt14AaABAg,"Since I have a better hang of meditating than the others, I will continue to meditate. Thank you for this video.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,21,113,4.428571429,0,2,,,,,0.5,0.5,positive
11856,Purified Lean,UgzoTtCtNdbNr9Fq9gZ4AaABAg,5 cigs a day is definitely bad﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,31,3.571428571,1,0,,,,,0,0.5,neutral
11857,Davíð Stefánsson,Ugz4BQAn97qXwQdhTzd4AaABAg,fitness is already become a habit so i am going to pick reading.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,13,65,4.076923077,0,0,,,,,0,0,neutral
11858,stilliving,Ugw99xzDTLLe-IOud7R4AaABAg,"Question: the next video (which I can't seem to comment on yet) suggests picking a cue that occurs daily, how does this work to overcome my present cue being linked with a bad habit? When I feel hurt I want to binge watch videos, but reading on my commute doesn't counteract that - how do I break the bad habit?﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,60,312,4.216666667,0,4,,,,,-0.28,0.2666666667,negative
11859,Smiffon Wesson,Ugxzh2I7BWOA-tGTSi14AaABAg,"I have been working out daily for about the past 50 days, Meditating for years, I have my kindle loaded up but finding trouble picking it up... Will invest more time in reading.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,33,178,4.424242424,1,2,,,,,0.0125,0.2375,positive
11860,Makarand Jadhav,UgyMRRggkXAdRWJuxNN4AaABAg,Well I think I'm gonna start meditating as it will improve my focus and this improved focus will later help me in Mastering the other two habits.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,27,146,4.444444444,0,1,,,,,-0.0625,0.1875,negative
11861,Genius Idiot,UgyMRRggkXAdRWJuxNN4AaABAg.8ZaL6_chDF78ij2tgHkSsd,Makarand Jadhav I think I’ll do that as well. I’ve never been able to make habits stick so meditation it is.﻿,9 months ago,howtoimproveyourself,7DSscQlSZR4,21,109,4.238095238,0,1,,,,,0.5,0.625,positive
11862,Victor Black,UgzA0OYjC8mjvdeI3xt4AaABAg,"The course is awesome, but I think you talk too much, to explain things that could be told in way less words.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,22,110,4.045454545,0,1,,,,,0.3444444444,0.4222222222,positive
11863,Mohammad Nadeem,Ugx-TWxlDTXMdXyCbjx4AaABAg,okay from today im going to start reading(already started fitness).....going to comment back in a month or more﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,18,112,5.277777778,0,0,,,,,0.25,0.25,positive
11864,kwok wingsum,Ugx1avIpwfmrqBIQAD14AaABAg,"Reading,from now on I will read a decent book rather than indulging in social media or reading gossip.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,18,103,4.777777778,0,1,,,,,0.1,0.3666666667,positive
11865,Nouman Chaudhary,UgweLqoc2axozXYcudR4AaABAg,Reading and meditation 😎﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,25,5.5,0,0,,,,😎,0,0,neutral
11866,Smoothie,UgwWOYlGoZ00W5da7MB4AaABAg,Meditation. Here we go﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,23,5,0,0,,,,,0,0,neutral
11867,Ducks,UgzboJUVgVGHiEkFHz94AaABAg,What I got from the video is that I need a girlfriend﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,12,54,3.583333333,0,2,,,,,0,0,neutral
11868,wordography,Ugwxnw1YVRZYgRcbSYN4AaABAg,I've already started going to gym and I used to read books but quit. I'll buy some interesting books again but I think it doesn't matter what you read as I read stories of Chetan Bhagat (most famous Indian writer)﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,40,214,4.375,0,3,,,,,0.5,0.6666666667,positive
11869,GREEK GOD,UgxMWVReGsWsw4J3K7J4AaABAg,"No one can teach better than you, i wanna know how you do this!﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,14,64,3.642857143,0,0,,,,,0.5,0.5,positive
11870,yousuf ansari,Ugy6HmcOE5CtAn7EK4d4AaABAg,I love reading and meditation﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,5,30,5.2,0,1,,,,,0.5,0.6,positive
11871,Brandon Juarez,UgzUu8eY4GINZmgj66l4AaABAg,Challenge accepted 😡﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,3,21,6.333333333,0,0,,,,😡,0,0,neutral
11872,Mr. Sapi,UgzVpl_qrLADuI9xX4F4AaABAg,I choose for Meditation. Because I need to focus and learn how to concentrate. Others 2 things I can do allready. Meditation Will help to do other goals much better.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,30,166,4.566666667,1,3,,,,,0.0375,0.2875,positive
11873,Lexus Fox,UgwAi7srQCNV1MQFENR4AaABAg,"It's definitely all about improvement. Better, better and better.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,9,66,6.444444444,0,0,,,,,0.3333333333,0.5,positive
11874,Keshall B.,UgxjJTAXMeYFuvdLRWp4AaABAg,I workout but inconsistently and i dont do diet °^° I tried meditating before but um i stopped XD I read too :) once in a while﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,27,128,3.777777778,0,4,,,,,0.5,1,positive
11875,Anukool Srivastava,UgyZG06SIjIfVv--f4Z4AaABAg,I pick meditation 😀﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,20,4.25,0,1,,,,😀,0,0,neutral
11876,The Real Legend,UgyucdKjMrwe3nNMR8V4AaABAg,I am going to focus on reading.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,32,3.714285714,0,1,,,,,0,0,neutral
11877,Rashid Alshaikh,UgybVf6SPS1b-kB_Fvt4AaABAg,العقل السليم في الجسم السليم﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,5,29,5,0,0,,,,,0,0,neutral
11878,TheDRAKEHITS,UgxaqBTSJ9Uzim_68z54AaABAg,I choose wirking out.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,22,4.75,0,1,,,,,0,0,neutral
11879,fin sut,Ugy6-AB5my79Tbv1wxJ4AaABAg,Hey can you make a video about a schedule for a day to help with the habits and when to do them﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,22,96,3.409090909,0,0,,,,,0,0,neutral
11880,Connor Phebus,UgyKknbJd9FoRm3lesJ4AaABAg,"Injured in the military (F- Uncle Sam btw) prescribed to pain killers. Got out, took my meds, 8 years of heroin followed. Clean 4 months now an you really do have to change your behaviors and a domino effect will follow.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,41,221,4.414634146,2,1,,,,,0.1555555556,0.3333333333,positive
11881,X ZinJa X,UgxFnDCQ7EVKvPFzimZ4AaABAg,I'll work on fitness﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,21,4.5,0,0,,,,,0,0,neutral
11882,lake fultz,UgxiVsQx8CaKN1t-r3d4AaABAg,"Fitness, running and trying to cut weight. Maybe a little hard but I know I can do it﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,18,86,3.833333333,0,2,,,,,-0.2395833333,0.5208333333,negative
11883,Jo Jo,UgxRsqayK_27G0HISA94AaABAg,How do you prevent to overthink while meditation?﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,8,50,5.375,0,0,,,,,0,0,neutral
11884,Rohan Cchauhan,UgwWdik0vxKpxeko0OF4AaABAg,Very firstly Running Secondly Reading And yeah its Meditation time ...﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,11,71,5.545454545,0,0,,,,,0.1625,0.2166666667,positive
11885,Michael Lu,UgzfzxWQvJi0JDo8c014AaABAg,Seems that the first habit should be to get a girlfriend﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,11,57,4.272727273,0,0,,,,,0.25,0.3333333333,positive
11886,Priya Murugan,UgzrBzxEUzs3bBoZJDd4AaABAg,Ya really I accept u r doing great 👍🏻﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,9,38,3.333333333,0,1,,,,👍,0.5,0.475,positive
11887,Babak Kamali,UgxlCmkC89a0xGq01p14AaABAg,Really? Do you sell second hand cars too?﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,8,42,4.375,0,0,,,,,0.1,0.1,positive
11888,Everette Redd,UgwjuIg9VkySbdhzkFF4AaABAg,I want to read and meditate﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,6,28,3.833333333,0,1,,,,,0,0,neutral
11889,Chill Player,UgyjqofyjJ87QVOfWcV4AaABAg,I'll pick Thunderlord's Decree.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,32,7.25,0,0,,,,,0,0,neutral
11890,Lil F*CK,Ugwrrx4n9xL7-y6Gg0t4AaABAg,What types of books should I read.Stories or cartoon or what.(am 14 already go gym and meditate)﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,17,97,4.764705882,1,1,,,,,0,0,neutral
11891,Bam Bam,Ugzk8TiYS_DcBhDG8_Z4AaABAg,Meditation is mine. Has such an effect on my mind I'm not sure building any other habit is possible for me without a quiet mind.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,25,129,4.2,0,0,,,,,-0.075,0.6194444444,negative
11892,Justas Vaitiekus,Ugw3Qm3IBcWIki09X2p4AaABAg,Diving into fitness! Cant wait for next video﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,8,46,4.875,0,0,,,,,0,0,neutral
11893,Laura Pessoa,UgxbM_sg8JC_TRF--kR4AaABAg,I'll start meditating﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,3,22,6.666666667,0,0,,,,,0,0,neutral
11894,Daniel Langey,Ugx5vk96SPvGw6vppGl4AaABAg,I choose fitness (plus nutrition)!! It used to be my biggest advantage in life before I took on more extra classes that i actually learned from and then got a job etc. Time to take this back.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,37,192,4.216216216,0,2,,,,,0.1666666667,0.2333333333,positive
11895,Dream Fitness,Ugz_V46gkoysf5sDjdd4AaABAg,I am already picked fitness....not I am picked meditation﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,9,58,5.555555556,0,2,,,,,0,0,neutral
11896,&Not2Yield,UgyCFlA7Ledhesgkp7F4AaABAg,Ok I am going to take up meditation and see how that works ( I already read and exercise). Thanks﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,20,98,3.95,0,2,,,,,0.5,0.5,positive
11897,MDC MoezMedia,UgyB92KkS-a5QUsBZyl4AaABAg,My keystone habit is fitness & diet (nutrition)﻿,1 year ago (edited),howtoimproveyourself,7DSscQlSZR4,8,48,5.125,0,0,,,,,0,0,neutral
11898,Hamodi has no life,UgyLy2ecEaPExwkiqQN4AaABAg,What books do you recommend guys?﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,6,34,4.833333333,0,0,,,,,0,0,neutral
11899,Jov Emmanuel Ermitaño,Ugw4eVq3HOAEtgXe3Rd4AaABAg,"Ill stick to meditation and light calisthenics when I get the urge to PMO. Im on my day2 nofap, and Im having A LOT of mood swings. Goes to show how much my dopamine receptors are in haywire, but with this course I now have support in changing, a step at a time. Thanks, Improvement Pill.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,56,289,4.178571429,0,5,,,,,0.075,0.525,positive
11900,Vincent Anthony,Ugy8-bo5Xz0fAtOkX214AaABAg,"Don't forget to drink lots of beer, and make it only organic and fair trade beer!﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,16,82,4.1875,0,0,,,,,0.35,0.95,positive
11901,Albin Lund,UgyQTsW0lzdprnpd0814AaABAg,"WOW 600K, congratz!﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,3,20,6,0,2,,,,,0.1,1,positive
11902,Susie Terry,UgzxeUB6LypMXu-pwuh4AaABAg,I began using my gym this week. Attended 3 times. I've committed to going 3 times each week and will see what happens. Thank you for the course x﻿,1 year ago (edited),howtoimproveyourself,7DSscQlSZR4,29,146,4.068965517,2,1,,,,,0,0,neutral
11903,craig smith,Ugwoc6M8f1RaiK2v0h94AaABAg,I’m away to read a book about fitness after I’m finished meditating﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,12,68,4.75,0,0,,,,,0,0,neutral
11904,Luke's Dead Trim Man,UgydfdBJrdpIVxzcHMB4AaABAg,"Wow, bro imma give this a chance .. going to make all kinds of gains....*ALL KINDS!!!*﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,16,87,4.5,0,1,,,,,0.1,1,positive
11905,Luis Fernando,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8ZgMiThY3XW,"it works just dont expect changes quick, the real challenge is not to give up and adopt a new style of life, suddenly you will be there﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,27,136,4.074074074,0,0,,,,,0.1674242424,0.4386363636,positive
11906,smalls65,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8ZiKaG9ng5t,"Yeahhh, deep inside﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,3,20,6,0,0,,,,,0,0.4,neutral
11907,Ger -,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8ZsCimMOZO2,Sounds like he’s cutting﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,25,5.5,0,0,,,,,0,0,neutral
11908,Amir Xavier,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8_7ISR75R2c,"Quoting the twins, YES﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,4,23,5,0,1,,,,,0,0,neutral
11909,Meow 8147,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8adOlm0nWjg,How does it work so far? 🤔﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,27,3,0,0,,,,🤔,0.1,1,positive
11910,Stiglitz Sky,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8c_XBFGq7vU,Leave the balls hangin out YEAAAAH﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,6,35,5,0,1,,,,,0,0,neutral
11911,A girl has no name,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8eCYPWapqXl,i laughed so hard at this because i read it in the twins' voice﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,14,64,3.642857143,0,0,,,,,0.2041666667,0.3708333333,positive
11912,Ezra Easley,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8gFEhaIyQqz,Bustin all kinds of habits inside them sweet brain walls﻿,11 months ago,howtoimproveyourself,7DSscQlSZR4,10,57,4.8,0,0,,,,,0.35,0.65,positive
11913,The Savage Channel,UgydfdBJrdpIVxzcHMB4AaABAg.8ZWhpihHUgk8o7_nfQhs6o,All kindzzzzz......yeah main......all kindz....﻿,5 months ago,howtoimproveyourself,7DSscQlSZR4,4,48,11.25,0,0,,,,,0,0,neutral
11914,Ming Mongo,Ugz-JUCW5lSs6Gnp2Qp4AaABAg,"If you have trouble with concentration and habits in general, do fitness first. It is easier to form habits in concrete physical activities, and the increased physical capabilities will directly affect your mental abilities, making the other habits easier.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,39,257,5.615384615,0,0,,,,,0.01388888889,0.2882275132,positive
11915,Jonathan Cadet,UgxNN_r11IR9auYHAK54AaABAg,"When you realize reading, meditation, and fitness are basically the same as mind, body, and spirit.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,16,100,5.3125,0,0,,,,,0,0.125,neutral
11916,Walkiria Regalado,UgxNN_r11IR9auYHAK54AaABAg.8ZWPTc3C1cL8ZWinZjDDst,Jonathan Cadet The holy trinity for a balanced life.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,9,53,5,0,0,,,,,0,0,neutral
11917,JLD Stranger,UgxNN_r11IR9auYHAK54AaABAg.8ZWPTc3C1cL8ZY6bXLyM77,Wow! That was so awesome! Powerful Trinity for a balanced life. Nice!﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,12,70,4.916666667,0,0,,,,,0.475,1,positive
11918,Serge,UgwEdG8zrYeTdwPALsl4AaABAg,"Meditation, better than sitting around doing nothing...﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,7,56,7.142857143,0,0,,,,,0.5,0.5,positive
11919,Kate B.,UgxOPvZUl-NMca1ivPN4AaABAg,It would be interesting to see the average reach of automaticity of different habits!﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,14,86,5.214285714,0,0,,,,,0.1166666667,0.5,positive
11920,Rashmi Sharma,UgzJRGP22cMuK5GG7O94AaABAg,I bet you are a friends fan﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,28,3.142857143,0,1,,,,,0,0,neutral
11921,Messiah The God,UgxHnHVBJe0NOFwuYUh4AaABAg,we study history to learn from the past ex Realism﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,10,51,4.2,0,0,,,,,-0.25,0.25,negative
11922,The Gentleman,UgzLP_JLOPd9c5oRjcp4AaABAg,MAKE A VIDEO ON HOW TO GET OVER A GIRL PLEASEEEEE﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,11,50,3.636363636,0,11,,,,,0,0,neutral
11923,Joomua Tng,UgyQHu_Hq-OO-cOiqPF4AaABAg,"Great video. Coincidentally I started out these 3 ""habits"" last year November 2016. It changes my life for the better. I was 110kg and now I am at about 75kg. I started reading and now ready and starting to apply the principle of my successful attempt at weight into my business/work. So long we understand why we become successful with that habit and apply that same principle approach, it will be a starting point for a better life. Thank you for the video. It reinforce my “belief”.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,87,486,4.597701149,1,4,,,,,0.3136363636,0.4492424242,positive
11924,Prathik Prathik21024,UgyCOQzLeEdWXoGbWop4AaABAg,"Improvement pill, Could you make a video on the benefits of sauna﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,12,66,4.583333333,0,0,,,,,0,0,neutral
11925,KingPabu,Ugz1DO2lwLY8i9p2MsJ4AaABAg,Reading Day one NOFAP﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,22,4.75,0,1,,,,,0,0,neutral
11926,Dr. FartiliciouslyNutritious,UgwZmqkTFC8TxKbBQ_h4AaABAg,There are dangers to meditation. Don't be fooled. Coming from someone who has lots of experience in meditation.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,18,112,5.277777778,0,0,,,,,0,0,neutral
11927,Tommy Clark,UgxXjVfzArIH3AMbUfV4AaABAg,Leading a car?? Explain that seems like a waste.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,9,49,4.555555556,0,0,,,,,0,0,neutral
11928,briantaylor709,Ugzkn3A7yScRkvtFzhl4AaABAg,One question how is this meant to for people who have eating disorders and i mean the eating disorder where you under eat not the one where you over eat.﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,30,154,4.166666667,0,0,,,,,-0.3125,0.6875,negative
11929,Antre mark Calabon,UgxcIN-rxxjd7J83doN4AaABAg,before i read a book I'll try to meditate﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,9,42,3.777777778,0,0,,,,,0,0,neutral
11930,Julianne Willmer,Ugw4dPkYB_5m4jhaUgN4AaABAg,I'm picking fitness :))﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,4,24,5.25,0,0,,,,,0.5,1,positive
11931,Bloodline,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8ZfnDymAOaa,shashank bhardwaj. What does that help with﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,44,5.428571429,0,0,,,,,0,0,neutral
11932,essennagerry,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8_qduQ5u4e5,"Yo, it's been a month. How's it going? If you've relapsed - don't get discouraged! Go on, keep at it anways, remember what Improvement Pill says! All the best to you!﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,31,167,4.419354839,0,0,,,,,1,0.3,positive
11933,Top Intro,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8aF0h8x4ooB,essennagerry I went from ome week relasped and back on nofap﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,11,61,4.636363636,0,1,,,,,0,0,neutral
11934,Top Intro,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8aF0iT4m01X,essennagerry im a week in nofap﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,6,32,4.5,0,0,,,,,0,0,neutral
11935,Black Death 1347,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8do8yEB3woY,"I abstained for 2 weeks once, but then I re-fapped.﻿",1 year ago,howtoimproveyourself,7DSscQlSZR4,10,52,4.3,1,2,,,,,0,0,neutral
11936,Justin Hartley,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8du0_P7k3UA,Try not to think about it...I find myself going days just because I'm busy doing other things and my mind's not even on it﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,24,123,4.166666667,0,0,,,,,-0.0125,0.3375,negative
11937,Kritesh Maharjan,UgyFk17K9ZkC-s51yeR4AaABAg.8ZTnv64pfRM8hsb192RWOt,Top Intro hers is it ok of picnic drive﻿,10 months ago,howtoimproveyourself,7DSscQlSZR4,9,40,3.555555556,0,0,,,,,0.5,0.5,positive
11938,fowa,UgzbFTUk_jdWdc1RFsB4AaABAg,Subtitle arabic you will get more views☺﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,7,41,5,0,0,,,,☺,0.5,0.5,positive
11939,Jahneikah Coleman,Ugw-h1l3Uujiy8c4aUJ4AaABAg,I already work out so I picked meditation﻿,1 year ago,howtoimproveyourself,7DSscQlSZR4,8,42,4.375,0,2,,,,,0,0,neutral
